country,income,changed_behaviors,outside_space
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,No,0
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,No,0
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,No,1
italy,Second quintile,No,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,No,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,First quintile ,No,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,No,1
italy,Third quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,0
italy,Third quintile,Yes,1
italy,Fourth quintile,No,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,No,0
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,0
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Second quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,No,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,0
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,0
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,No,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,No,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,No,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Prefer not to answer,Yes,1
italy,Third quintile,No,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,First quintile ,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,0
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,First quintile ,No,0
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,No,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Fifth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,First quintile ,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Prefer not to answer,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Fifth quintile,No,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,0
italy,Fourth quintile,Yes,1
italy,Second quintile,Yes,1
italy,Second quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Fifth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
italy,Third quintile,Yes,1
italy,Third quintile,Yes,1
italy,Fourth quintile,Yes,1
japan,First quintile ,No,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Third quintile,No,1
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Second quintile,Yes,0
japan,Third quintile,No,1
japan,First quintile ,No,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,0
japan,Fifth quintile,No,1
japan,Third quintile,Yes,1
japan,Fourth quintile,No,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fourth quintile,No,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,No,1
japan,First quintile ,No,0
japan,First quintile ,Yes,0
japan,Second quintile,No,1
japan,Fourth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Prefer not to answer,No,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,0
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,1
japan,First quintile ,No,1
japan,First quintile ,Yes,1
japan,Second quintile,Yes,1
japan,First quintile ,No,0
japan,Fourth quintile,Yes,0
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,First quintile ,Yes,1
japan,First quintile ,Yes,1
japan,Second quintile,Yes,0
japan,First quintile ,No,1
japan,First quintile ,Yes,1
japan,Prefer not to answer,No,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,0
japan,Third quintile,Yes,1
japan,First quintile ,No,1
japan,Fourth quintile,Yes,1
japan,Prefer not to answer,Yes,1
japan,First quintile ,No,1
japan,First quintile ,Yes,1
japan,First quintile ,Yes,0
japan,First quintile ,Yes,1
japan,First quintile ,Yes,1
japan,Third quintile,Yes,0
japan,Fifth quintile,Yes,1
japan,Prefer not to answer,Yes,1
japan,Third quintile,Yes,1
japan,Third quintile,No,1
japan,Third quintile,No,0
japan,First quintile ,No,1
japan,Second quintile,Yes,0
japan,First quintile ,Yes,1
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,No,1
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,First quintile ,No,0
japan,First quintile ,Yes,1
japan,Second quintile,Yes,1
japan,First quintile ,Yes,0
japan,First quintile ,No,0
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,Third quintile,No,0
japan,Fourth quintile,Yes,0
japan,First quintile ,No,0
japan,Fourth quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,0
japan,Fourth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Second quintile,Yes,0
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,No,1
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Second quintile,Yes,0
japan,Fourth quintile,Yes,0
japan,Third quintile,Yes,0
japan,First quintile ,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Third quintile,Yes,1
japan,First quintile ,Yes,1
japan,Second quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,Third quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,Fourth quintile,No,1
japan,First quintile ,No,0
japan,Second quintile,Yes,1
japan,Third quintile,Yes,0
japan,First quintile ,Yes,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,0
japan,First quintile ,Yes,0
japan,Fourth quintile,Yes,0
japan,Prefer not to answer,Yes,1
japan,Third quintile,Yes,0
japan,Fourth quintile,No,1
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fourth quintile,Yes,1
japan,Fourth quintile,Yes,0
japan,Third quintile,Yes,1
japan,Third quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,Third quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,0
japan,Fourth quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,No,1
japan,Fifth quintile,Yes,1
japan,Fourth quintile,No,1
japan,Third quintile,No,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,First quintile ,Yes,0
japan,Third quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,Third quintile,No,1
japan,First quintile ,Yes,1
japan,Third quintile,Yes,0
japan,Prefer not to answer,Yes,1
japan,Fourth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Third quintile,No,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Second quintile,No,1
japan,First quintile ,Yes,1
japan,Second quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,First quintile ,Yes,0
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,First quintile ,Yes,1
japan,Second quintile,No,0
japan,Prefer not to answer,Yes,1
japan,Second quintile,Yes,1
japan,First quintile ,Yes,1
japan,Third quintile,Yes,1
japan,Second quintile,No,1
japan,Second quintile,No,1
japan,Third quintile,Yes,1
japan,Second quintile,No,1
japan,Fourth quintile,Yes,0
japan,Prefer not to answer,Yes,0
japan,Second quintile,No,1
japan,Third quintile,No,1
japan,First quintile ,Yes,1
japan,Second quintile,Yes,1
japan,Third quintile,No,1
japan,Third quintile,Yes,0
japan,Third quintile,No,1
japan,Third quintile,Yes,1
japan,Fifth quintile,No,1
japan,Prefer not to answer,No,1
japan,Fourth quintile,No,1
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,Third quintile,No,1
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fourth quintile,Yes,0
japan,Third quintile,Yes,1
japan,Third quintile,Yes,0
japan,Third quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,No,1
japan,First quintile ,Yes,1
japan,Third quintile,Yes,1
japan,Second quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,First quintile ,Yes,0
japan,First quintile ,No,1
japan,Second quintile,No,1
japan,First quintile ,Yes,1
japan,Third quintile,Yes,1
japan,Prefer not to answer,No,0
japan,First quintile ,Yes,1
japan,Second quintile,No,0
japan,First quintile ,No,0
japan,Fifth quintile,No,0
japan,First quintile ,Yes,1
japan,Third quintile,No,1
japan,First quintile ,Yes,0
japan,Fourth quintile,No,1
japan,Third quintile,Yes,0
japan,Second quintile,Yes,1
japan,First quintile ,Yes,1
japan,First quintile ,Yes,0
japan,Third quintile,Yes,0
japan,Second quintile,Yes,1
japan,Second quintile,No,0
japan,First quintile ,Yes,0
japan,Prefer not to answer,No,1
japan,Fourth quintile,No,1
japan,Third quintile,Yes,0
japan,Third quintile,Yes,1
japan,Fifth quintile,No,1
japan,Second quintile,Yes,1
japan,Second quintile,Yes,1
japan,Second quintile,No,0
japan,Second quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,Third quintile,No,0
japan,Third quintile,No,0
japan,Third quintile,Yes,1
japan,Second quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fourth quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,0
japan,Fourth quintile,Yes,0
japan,Third quintile,No,1
japan,Fourth quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,First quintile ,Yes,1
japan,First quintile ,Yes,1
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,First quintile ,No,0
japan,Fourth quintile,No,1
japan,Third quintile,No,1
japan,Second quintile,No,0
japan,Third quintile,No,1
japan,Second quintile,Yes,1
japan,Third quintile,No,1
japan,First quintile ,No,1
japan,First quintile ,Yes,0
japan,Fourth quintile,Yes,0
japan,Second quintile,No,1
japan,First quintile ,Yes,0
japan,Third quintile,Yes,0
japan,First quintile ,Yes,0
japan,Fifth quintile,Yes,1
japan,Third quintile,Yes,0
japan,Second quintile,Yes,1
japan,Second quintile,Yes,1
japan,Third quintile,Yes,1
japan,Second quintile,Yes,1
japan,First quintile ,Yes,1
japan,First quintile ,No,1
japan,First quintile ,Yes,0
japan,Second quintile,No,1
japan,Second quintile,No,0
japan,Prefer not to answer,Yes,0
japan,Fourth quintile,No,1
japan,First quintile ,Yes,1
japan,First quintile ,Yes,0
japan,First quintile ,Yes,1
japan,First quintile ,Yes,1
japan,Fifth quintile,No,1
japan,Fourth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Second quintile,No,1
japan,Fourth quintile,Yes,1
japan,Fourth quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,Fourth quintile,Yes,0
japan,Second quintile,Yes,1
japan,Third quintile,Yes,0
japan,First quintile ,No,0
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,No,1
japan,Fourth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,Third quintile,Yes,1
japan,Second quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,No,1
japan,First quintile ,Yes,0
japan,Third quintile,Yes,1
japan,Second quintile,Yes,1
japan,Second quintile,Yes,1
japan,Second quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Prefer not to answer,Yes,1
japan,Fifth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,1
japan,Second quintile,No,1
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,Second quintile,No,1
japan,Second quintile,Yes,1
japan,First quintile ,Yes,1
japan,Third quintile,Yes,1
japan,Fifth quintile,No,1
japan,Fourth quintile,Yes,1
japan,First quintile ,No,1
japan,Second quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Second quintile,No,1
japan,Second quintile,Yes,0
japan,Prefer not to answer,Yes,1
japan,First quintile ,Yes,0
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,First quintile ,Yes,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,1
japan,First quintile ,Yes,1
japan,Second quintile,Yes,1
japan,Second quintile,Yes,1
japan,First quintile ,Yes,1
japan,Prefer not to answer,Yes,1
japan,Second quintile,Yes,1
japan,Third quintile,Yes,0
japan,Second quintile,Yes,1
japan,Second quintile,Yes,1
japan,Second quintile,No,1
japan,Second quintile,No,1
japan,First quintile ,No,1
japan,First quintile ,Yes,0
japan,Second quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Third quintile,No,1
japan,Fifth quintile,No,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Third quintile,No,1
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,0
japan,First quintile ,No,1
japan,First quintile ,Yes,0
japan,Third quintile,Yes,1
japan,Second quintile,Yes,0
japan,Second quintile,Yes,1
japan,Second quintile,No,0
japan,Second quintile,Yes,1
japan,First quintile ,Yes,1
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,0
japan,Second quintile,Yes,0
japan,First quintile ,Yes,1
japan,Second quintile,Yes,1
japan,First quintile ,Yes,1
japan,First quintile ,Yes,1
japan,Second quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Second quintile,No,1
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,0
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,Third quintile,No,0
japan,Fourth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Prefer not to answer,No,1
japan,Third quintile,Yes,1
japan,Second quintile,No,1
japan,First quintile ,Yes,1
japan,Fifth quintile,No,1
japan,Third quintile,No,1
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,First quintile ,No,1
japan,First quintile ,Yes,0
japan,Third quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Third quintile,No,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,0
japan,Third quintile,Yes,1
japan,First quintile ,Yes,0
japan,Fourth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,First quintile ,Yes,1
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Second quintile,No,0
japan,Second quintile,Yes,0
japan,Second quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,1
japan,First quintile ,No,1
japan,First quintile ,Yes,1
japan,Fourth quintile,Yes,0
japan,Fourth quintile,No,1
japan,First quintile ,Yes,0
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,0
japan,Third quintile,No,1
japan,Third quintile,No,1
japan,Third quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Second quintile,Yes,0
japan,Third quintile,Yes,1
japan,Second quintile,Yes,0
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Second quintile,Yes,0
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,First quintile ,No,1
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,0
japan,Prefer not to answer,No,0
japan,Second quintile,Yes,0
japan,Third quintile,No,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fifth quintile,No,1
japan,Second quintile,No,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,No,1
japan,Second quintile,Yes,0
japan,First quintile ,Yes,1
japan,Fifth quintile,No,1
japan,Second quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,No,1
japan,Second quintile,No,1
japan,First quintile ,Yes,0
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Second quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Second quintile,No,1
japan,Fifth quintile,Yes,1
japan,Prefer not to answer,Yes,0
japan,Second quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,1
japan,First quintile ,Yes,0
japan,First quintile ,Yes,0
japan,First quintile ,Yes,1
japan,Third quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Third quintile,No,0
japan,Third quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Second quintile,No,1
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Second quintile,No,0
japan,Second quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Third quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fifth quintile,No,1
japan,Fifth quintile,Yes,1
japan,First quintile ,No,1
japan,Third quintile,Yes,1
japan,Second quintile,Yes,1
japan,Third quintile,Yes,0
japan,Second quintile,Yes,0
japan,Prefer not to answer,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,No,1
japan,Fourth quintile,No,0
japan,Third quintile,No,1
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,0
japan,Second quintile,No,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,0
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Third quintile,No,1
japan,First quintile ,No,1
japan,First quintile ,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,No,1
japan,Second quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,0
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fifth quintile,No,1
japan,Second quintile,No,0
japan,Fifth quintile,Yes,1
japan,First quintile ,Yes,1
japan,First quintile ,No,0
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,No,1
japan,Fourth quintile,No,1
japan,Second quintile,Yes,0
japan,Third quintile,No,1
japan,Third quintile,No,1
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,No,1
japan,Second quintile,Yes,1
japan,Second quintile,Yes,0
japan,Third quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fourth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,1
japan,Second quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,First quintile ,No,0
japan,Third quintile,Yes,1
japan,Third quintile,No,1
japan,First quintile ,Yes,1
japan,Second quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Prefer not to answer,Yes,1
japan,Second quintile,No,1
japan,Fourth quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,Second quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fourth quintile,No,1
japan,Second quintile,No,1
japan,Fifth quintile,Yes,1
japan,First quintile ,No,0
japan,Third quintile,Yes,1
japan,First quintile ,Yes,1
japan,Third quintile,Yes,0
japan,Third quintile,Yes,1
japan,First quintile ,Yes,0
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Third quintile,Yes,0
japan,Fifth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Third quintile,No,1
japan,Second quintile,No,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Second quintile,Yes,1
japan,Third quintile,Yes,0
japan,Second quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Prefer not to answer,No,1
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Third quintile,No,1
japan,First quintile ,Yes,1
japan,Fifth quintile,No,1
japan,Fourth quintile,No,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,0
japan,Second quintile,Yes,1
japan,Fourth quintile,No,0
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,First quintile ,No,1
japan,Fourth quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,Third quintile,Yes,0
japan,First quintile ,No,1
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,First quintile ,Yes,0
japan,Third quintile,Yes,0
japan,Second quintile,Yes,0
japan,Third quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fourth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,First quintile ,Yes,0
japan,Fifth quintile,Yes,1
japan,Fourth quintile,Yes,0
japan,Fourth quintile,Yes,1
japan,First quintile ,Yes,1
japan,First quintile ,Yes,0
japan,First quintile ,Yes,0
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,No,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,Second quintile,Yes,1
japan,Fourth quintile,Yes,1
japan,Second quintile,Yes,1
japan,First quintile ,Yes,1
japan,Fifth quintile,Yes,1
japan,Fifth quintile,Yes,1
japan,First quintile ,Yes,1
japan,Second quintile,Yes,1
japan,First quintile ,No,1
japan,Third quintile,Yes,1
